,Sentiment,Text
572,negative,but i can t
573,negative,i just want to wish marissa a happy birthday but she keeps ignoring me sad
574,negative,what s wrong with you why don t you like animals unhappy
575,negative,someone build house on 4 i cant do it unhappy cant believe this hasn t already been done
576,negative,tulips are my favorite unhappy
577,negative,omg i m sad to say that i actually don t remember this unhappy when did this happen
578,negative,crying we re getting vm soon wooo
579,negative,unhappy my 4c struggle is not valid
580,negative,77 old leyland
581,negative,love it unhappy
582,negative,only pure evil people unhappy
583,negative,sounds family
584,negative,this is jimin to yoongi unhappy
585,negative,chin up leo crying
586,negative,slight buzy kasi besh unhappy
587,negative,rip tes 100k experience crying
588,negative,please reading this breaks my heart unhappy
589,negative,mager unhappy
590,negative,penge damit unhappy
591,negative,this is jimin to yoongi unhappy
592,negative,bapak tom cruise
593,negative,i only just absorbed that i m not going to get to laugh when he gets 2000 votes unhappy
594,negative,i just watched this kid from produce 101 who performed chewing gum omoo poor kid bless his soul unhappy
595,negative,definitely my arms unhappy
596,negative,my moms leaving today to go out of town and i already miss her unhappy
597,negative,i can t do it all on my own see what i did there
598,negative,when your online crush comes to the meet up without their snapchat filter unhappy
599,negative,and i would never forget about you
600,negative,fuckin headache everyday unhappy
601,negative,jyoust hyoug me
602,negative,hyoug me longer than 10 secs hyoug me even when i don 27t want you to unhappy
603,negative,the saddest part of my day everyday is when ryan has to leave at 5 30 am unhappy
604,negative,what did he say i m at work unhappy totally made my day though
605,negative,jimin doesnt follow me yet unhappy
606,negative,i don t know where i was at this time but i have retweeted now and i ve been waiting the dm for a long time unhappy
607,negative,need moodbooster juseyo unhappy
608,negative,i miss you too unhappy
609,negative,wth why did 4 20 have to happen during the easter holidays it s one of the best days in leeds unhappy
610,negative,hakyeon turns 27 soon oh my god no he s still a baby unhappy
611,negative,it s gray outside today unhappy
612,negative,i ordered car yesterday
613,negative,dealer said loads of cars were returning due to disabled losing them sad
614,negative,gotta keep trying before i have to quit to work unhappy pick me please give
615,negative,definitely my arms unhappy
616,negative,i literally couldn t see a thing when they were at the back of the stage
617,negative,the girl in front of me was
618,negative,definitely my arms unhappy
619,negative,getting up this morning was a hassle unhappy
620,negative,my mom knows the struggle of this drystreak i m on unhappy
621,negative,haven t played fm in a long time i really should unhappy
622,negative,someone messed up unhappy available
623,negative,i miss my baby unhappy
624,negative,yesterday s faci so cute but he 30 today s faci is old eeyer
625,negative,yes jenniessi
626,negative,so precious i really miss him unhappy
627,negative,louis tomlinson follow me please unhappy
628,negative,i waited for u unhappy
629,negative,that makes me sad unhappy i wasn t friends with her like you
630,negative,but i liked seeing her posts and love her wri
631,negative,i waited for you unhappy
632,negative,u4v9rr i wish i had noted the gentleman s name unhappy but if you find out who he is
633,negative,please do commend him h
634,negative,i do it for 5 6 times a week leh sad and yes closing is damn fuck opening so much better
635,negative,no one is selling vhope banners what sad
636,negative,all my irls are coming at me because i meet the boys too much and i don t deserve any of it unhappy
637,negative,you might set the whole place on fire
638,negative,i ll try sad and yes i am unhappy
639,negative,goodmorning my parents are taking kids for lunch today they are off school report card i m wor
640,negative,yeah sad
641,negative,streaming later in the day night stream since i have to go and take care of the internet contract
642,negative,sorry guys unhappy
643,negative,true unhappy
644,negative,help me too unhappy as an early birthday gift huhu
645,negative,definitely my arms unhappy
646,negative,just please look at how scared and full of tence lauren s face is after tryin reaching camila s hand
647,negative,baby unhappy bett
648,negative,aww eunji didnt see win today sad but congratulations to winner
649,negative,you can have mine and i ll take the iphone i m switching back when my contract is up in a year and a half unhappy
650,negative,i know i really want his ranks to rise a lot during tmr s episode but seeing how many tweet about him unhappy
651,negative,hitches ride for final unhappy
652,negative,white genocide is not a thing its figment of your imagination youre a victim of nothing but disinformation
653,negative,one direction band whats going on unhappy
654,negative,too bad i can t watch it unhappy that cake is cute and looks delicious
655,negative,definitely my arms unhappy
656,negative,give me my own ahn minhyuk juseyoooo unhappy
657,negative,sorry unhappy i just need sex for the time being
658,negative,definitely my arms unhappy
659,negative,wants to say hi to you
660,negative,this is jimin to yoongi unhappy
661,negative,it seems they cost abut 40k a year i m paying half that for my full education and don t get treat
662,negative,definitely my arms unhappy
663,negative,come to miami sad
664,negative,tw s assaultactually horrified how many friends of mine women i talk to have been sexually assaulted in past just found out another unhappy
665,negative,my heart unhappy
666,negative,soph please don 27t win again unhappy jk good luck i think you will draw a good poster
667,negative,sad i don t
668,negative,unfortunately
669,negative,i really feel for that lamp unhappy
